,Unnamed: 0,Unnamed: 0.1,Auswärtsteam,Datum,Heimteam,Rang Auswärtsteam,Rang Heimteam,Runde,Saison,Spielzeit,Tag,Zeit,tore_aus,tore_heim,zuschauer,punkteaus,punkteheim,Grasshoppers,Wil,Thun,Aarau,Servette,Lausanne,Basel,Sion,Luzern,Zürich,Bellinzona,YB,Vaduz,Xamax,Lugano,St.Gallen,Schaffhausen,Yverdon
1351,1519,1519,Thun,29.05.2015,Aarau,3,0,36,2014/2015,2015-05-29 20:30:00,Fri,20:30,2,3,3964,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,2235,2235,Vaduz,29.05.2015,YB,9,2,36,2014/2015,2015-05-29 20:30:00,Fri,20:30,1,2,16082,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
572,590,590,Sion,18.07.2015,Luzern,5,3,1,2015/2016,2015-07-18 17:45:00,Sat,17:45,2,2,10116,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2330,3272,3272,YB,18.07.2015,Zürich,2,1,1,2015/2016,2015-07-18 20:00:00,Sat,20:00,1,1,8894,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1352,1520,1520,Grasshoppers,19.07.2015,Thun,4,6,1,2015/2016,2015-07-19 13:45:00,Sun,13:45,5,3,6011,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,2236,2236,Vaduz,19.07.2015,Basel,8,1,1,2015/2016,2015-07-19 13:45:00,Sun,13:45,0,2,27066,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
986,1056,1056,Lugano,19.07.2015,St.Gallen,9,7,1,2015/2016,2015-07-19 16:00:00,Sun,16:00,0,2,12162,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
573,591,591,Luzern,25.07.2015,YB,5,7,2,2015/2016,2015-07-25 17:45:00,Sat,17:45,1,1,16865,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1718,2057,2057,Basel,25.07.2015,Grasshoppers,2,1,2,2015/2016,2015-07-25 20:00:00,Sat,20:00,3,2,9600,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
987,1057,1057,St.Gallen,26.07.2015,Sion,3,4,2,2015/2016,2015-07-26 13:45:00,Sun,13:45,0,1,9000,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1353,1521,1521,Thun,26.07.2015,Lugano,8,0,2,2015/2016,2015-07-26 13:45:00,Sun,13:45,3,2,4732,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,2237,2237,Zürich,26.07.2015,Vaduz,6,9,2,2015/2016,2015-07-26 16:00:00,Sun,16:00,2,2,4214,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2100,2738,2738,Sion,01.08.2015,Basel,2,1,3,2015/2016,2015-08-01 15:00:00,Sat,15:00,0,3,27792,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
988,1058,1058,YB,01.08.2015,St.Gallen,8,4,3,2015/2016,2015-08-01 15:00:00,Sat,15:00,1,1,12942,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1836,2238,2238,Vaduz,02.08.2015,Lugano,9,0,3,2015/2016,2015-08-02 13:45:00,Sun,13:45,0,1,4683,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
574,592,592,Luzern,02.08.2015,Thun,7,5,3,2015/2016,2015-08-02 13:45:00,Sun,13:45,1,0,6527,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1719,2058,2058,Grasshoppers,02.08.2015,Zürich,3,6,3,2015/2016,2015-08-02 16:00:00,Sun,16:00,3,2,11153,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,2059,2059,Lugano,08.08.2015,Grasshoppers,8,2,4,2015/2016,2015-08-08 17:45:00,Sat,17:45,1,6,5100,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,593,593,Basel,08.08.2015,Luzern,1,3,4,2015/2016,2015-08-08 20:00:00,Sat,20:00,3,1,14748,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1837,2239,2239,Sion,09.08.2015,Vaduz,5,1,4,2015/2016,2015-08-09 13:45:00,Sun,13:45,1,1,2870,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
989,1059,1059,Zürich,09.08.2015,St.Gallen,9,4,4,2015/2016,2015-08-09 13:45:00,Sun,13:45,2,0,13626,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1354,1523,1523,Thun,09.08.2015,YB,7,6,4,2015/2016,2015-08-09 16:00:00,Sun,16:00,1,3,27340,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1355,1524,1524,Thun,12.08.2015,Basel,8,1,5,2015/2016,2015-08-12 19:45:00,Wed,19:45,1,3,27034,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2488,3776,3776,Lugano,12.08.2015,YB,9,3,5,2015/2016,2015-08-12 19:45:00,Wed,19:45,1,0,14700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
576,594,594,St.Gallen,12.08.2015,Luzern,7,5,5,2015/2016,2015-08-12 20:30:00,Wed,20:30,1,0,9802,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2331,3276,3276,Zürich,13.08.2015,Sion,4,6,5,2015/2016,2015-08-13 19:45:00,Thu,19:45,1,3,9700,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1721,2060,2060,Grasshoppers,13.08.2015,Vaduz,2,0,5,2015/2016,2015-08-13 19:45:00,Thu,19:45,3,3,4123,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2101,2741,2741,Basel,22.08.2015,Lugano,1,6,6,2015/2016,2015-08-22 17:45:00,Sat,17:45,3,1,6224,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
577,595,595,Luzern,22.08.2015,Zürich,8,7,6,2015/2016,2015-08-22 20:00:00,Sat,20:00,5,2,7621,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1356,1525,1525,Vaduz,23.08.2015,Thun,9,1,6,2015/2016,2015-08-23 13:45:00,Sun,13:45,0,1,5071,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,1061,1061,Grasshoppers,23.08.2015,St.Gallen,2,4,6,2015/2016,2015-08-23 13:45:00,Sun,13:45,2,0,13700,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,3777,3777,YB,23.08.2015,Sion,5,3,6,2015/2016,2015-08-23 16:00:00,Sun,16:00,3,1,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
578,596,596,Luzern,29.08.2015,Lugano,4,8,7,2015/2016,2015-08-29 17:45:00,Sat,17:45,1,0,4526,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
991,1062,1062,St.Gallen,29.08.2015,Vaduz,6,0,7,2015/2016,2015-08-29 20:00:00,Sat,20:00,0,1,5240,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1357,1526,1526,Sion,30.08.2015,Thun,5,7,7,2015/2016,2015-08-30 13:45:00,Sun,13:45,2,0,5514,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1722,2062,2062,YB,30.08.2015,Grasshoppers,3,2,7,2015/2016,2015-08-30 16:00:00,Sun,16:00,2,3,7300,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,2742,2742,Zürich,30.08.2015,Basel,9,1,7,2015/2016,2015-08-30 16:00:00,Sun,16:00,1,3,30579,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1838,2243,2243,Vaduz,12.09.2015,YB,7,5,8,2015/2016,2015-09-12 20:00:00,Sat,20:00,0,4,15383,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
992,1063,1063,St.Gallen,12.09.2015,Basel,6,1,8,2015/2016,2015-09-12 20:00:00,Sat,20:00,1,2,27736,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
579,597,597,Grasshoppers,13.09.2015,Luzern,2,3,8,2015/2016,2015-09-13 13:45:00,Sun,13:45,3,3,13304,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1358,1527,1527,Thun,13.09.2015,Zürich,8,0,8,2015/2016,2015-09-13 13:45:00,Sun,13:45,3,3,7248,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2620,4511,4511,Lugano,13.09.2015,Sion,9,4,8,2015/2016,2015-09-13 16:00:00,Sun,16:00,0,3,8800,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
993,1064,1064,Thun,22.09.2015,St.Gallen,7,6,9,2015/2016,2015-09-22 19:45:00,Tue,19:45,0,1,10447,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2332,3280,3280,Zürich,22.09.2015,Lugano,8,0,9,2015/2016,2015-09-22 19:45:00,Tue,19:45,0,0,3196,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
580,598,598,Luzern,23.09.2015,Vaduz,5,9,9,2015/2016,2015-09-23 19:45:00,Wed,19:45,2,1,3576,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1723,2064,2064,Sion,23.09.2015,Grasshoppers,3,2,9,2015/2016,2015-09-23 19:45:00,Wed,19:45,0,2,3900,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,2744,2744,Basel,23.09.2015,YB,1,4,9,2015/2016,2015-09-23 20:30:00,Wed,20:30,3,4,19403,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
994,1065,1065,St.Gallen,26.09.2015,Grasshoppers,6,2,10,2015/2016,2015-09-26 17:45:00,Sat,17:45,1,1,5500,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2104,2745,2745,Lugano,26.09.2015,Basel,9,1,10,2015/2016,2015-09-26 20:00:00,Sat,20:00,1,3,26083,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1359,1529,1529,YB,27.09.2015,Thun,3,8,10,2015/2016,2015-09-27 13:45:00,Sun,13:45,1,0,8026,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1839,2245,2245,Vaduz,27.09.2015,Sion,1,5,10,2015/2016,2015-09-27 13:45:00,Sun,13:45,1,0,6700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
581,599,599,Zürich,27.09.2015,Luzern,7,4,10,2015/2016,2015-09-27 16:00:00,Sun,16:00,0,1,10420,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1360,1530,1530,Thun,03.10.2015,Vaduz,9,7,11,2015/2016,2015-10-03 17:45:00,Sat,17:45,1,1,2757,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
582,600,600,Lugano,03.10.2015,Luzern,0,4,11,2015/2016,2015-10-03 20:00:00,Sat,20:00,2,2,10755,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
995,1066,1066,Sion,04.10.2015,St.Gallen,5,6,11,2015/2016,2015-10-04 13:45:00,Sun,13:45,1,1,13870,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1724,2066,2066,Grasshoppers,04.10.2015,YB,2,3,11,2015/2016,2015-10-04 13:45:00,Sun,13:45,1,3,22521,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2105,2746,2746,Basel,04.10.2015,Zürich,1,8,11,2015/2016,2015-10-04 16:00:00,Sun,16:00,2,2,10467,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
583,601,601,Luzern,17.10.2015,Grasshoppers,4,2,12,2015/2016,2015-10-17 17:45:00,Sat,17:45,0,1,6500,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,2247,2247,YB,17.10.2015,Vaduz,3,7,12,2015/2016,2015-10-17 20:00:00,Sat,20:00,1,1,3127,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2106,2747,2747,Basel,18.10.2015,Sion,1,5,12,2015/2016,2015-10-18 13:45:00,Sun,13:45,2,0,10700,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1361,1531,1531,Zürich,18.10.2015,Thun,8,9,12,2015/2016,2015-10-18 13:45:00,Sun,13:45,1,5,5621,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,1067,1067,St.Gallen,18.10.2015,Lugano,6,0,12,2015/2016,2015-10-18 16:00:00,Sun,16:00,1,3,3711,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
584,602,602,Vaduz,24.10.2015,Luzern,8,4,13,2015/2016,2015-10-24 17:45:00,Sat,17:45,1,1,10750,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
997,1068,1068,St.Gallen,24.10.2015,Zürich,6,0,13,2015/2016,2015-10-24 17:45:00,Sat,17:45,2,2,7770,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1362,1532,1532,Lugano,25.10.2015,Thun,9,7,13,2015/2016,2015-10-25 13:45:00,Sun,13:45,1,2,5477,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,2068,2068,Grasshoppers,25.10.2015,Sion,2,5,13,2015/2016,2015-10-25 13:45:00,Sun,13:45,2,3,7400,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2107,2748,2748,YB,25.10.2015,Basel,3,1,13,2015/2016,2015-10-25 16:00:00,Sun,16:00,0,1,33360,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1363,1533,1533,Thun,31.10.2015,Grasshoppers,6,2,14,2015/2016,2015-10-31 17:45:00,Sat,17:45,2,1,4000,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,2249,2249,Basel,31.10.2015,Vaduz,1,8,14,2015/2016,2015-10-31 20:00:00,Sat,20:00,2,1,4897,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2333,3285,3285,Zürich,01.11.2015,YB,1,3,14,2015/2016,2015-11-01 13:45:00,Sun,13:45,1,1,17450,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2621,4517,4517,Sion,01.11.2015,Lugano,5,9,14,2015/2016,2015-11-01 13:45:00,Sun,13:45,0,3,4100,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
585,603,603,Luzern,01.11.2015,St.Gallen,4,7,14,2015/2016,2015-11-01 16:00:00,Sun,16:00,0,1,12141,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1842,2250,2250,Vaduz,07.11.2015,Zürich,9,0,15,2015/2016,2015-11-07 17:45:00,Sat,17:45,1,1,7446,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2490,3786,3786,YB,07.11.2015,Lugano,3,8,15,2015/2016,2015-11-07 20:00:00,Sat,20:00,1,1,5715,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
998,1070,1070,St.Gallen,08.11.2015,Thun,7,6,15,2015/2016,2015-11-08 13:45:00,Sun,13:45,2,0,6547,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
586,604,604,Luzern,08.11.2015,Sion,4,5,15,2015/2016,2015-11-08 13:45:00,Sun,13:45,0,2,7200,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1726,2070,2070,Grasshoppers,08.11.2015,Basel,2,1,15,2015/2016,2015-11-08 16:00:00,Sun,16:00,3,2,31669,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,2071,2071,Vaduz,21.11.2015,Grasshoppers,9,2,16,2015/2016,2015-11-21 17:45:00,Sat,17:45,0,2,3600,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,605,605,Thun,21.11.2015,Luzern,7,5,16,2015/2016,2015-11-21 20:00:00,Sat,20:00,0,1,9392,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2334,3287,3287,Lugano,22.11.2015,Zürich,8,1,16,2015/2016,2015-11-22 13:45:00,Sun,13:45,3,5,7277,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
999,1071,1071,Basel,22.11.2015,St.Gallen,1,6,16,2015/2016,2015-11-22 13:45:00,Sun,13:45,1,2,15740,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2491,3787,3787,Sion,22.11.2015,YB,4,3,16,2015/2016,2015-11-22 16:00:00,Sun,16:00,1,1,17951,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1843,2252,2252,Lugano,28.11.2015,Vaduz,8,1,17,2015/2016,2015-11-28 17:45:00,Sat,17:45,1,1,2707,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1000,1072,1072,St.Gallen,28.11.2015,YB,5,3,17,2015/2016,2015-11-28 20:00:00,Sat,20:00,1,2,15319,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
588,606,606,Luzern,29.11.2015,Basel,4,1,17,2015/2016,2015-11-29 13:45:00,Sun,13:45,0,3,29691,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1364,1536,1536,Thun,29.11.2015,Sion,7,6,17,2015/2016,2015-11-29 13:45:00,Sun,13:45,2,1,5000,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,2072,2072,Zürich,29.11.2015,Grasshoppers,9,2,17,2015/2016,2015-11-29 16:00:00,Sun,16:00,0,5,14000,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,3289,3289,Sion,05.12.2015,Zürich,6,1,18,2015/2016,2015-12-05 17:45:00,Sat,17:45,0,1,6815,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
589,607,607,YB,05.12.2015,Luzern,3,4,18,2015/2016,2015-12-05 20:00:00,Sat,20:00,1,3,11828,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1729,2073,2073,Grasshoppers,06.12.2015,Lugano,2,8,18,2015/2016,2015-12-06 13:45:00,Sun,13:45,1,4,4982,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1001,1073,1073,Vaduz,06.12.2015,St.Gallen,9,5,18,2015/2016,2015-12-06 13:45:00,Sun,13:45,2,2,12134,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1365,1537,1537,Basel,06.12.2015,Thun,1,7,18,2015/2016,2015-12-06 16:00:00,Sun,16:00,2,0,7156,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1844,2254,2254,Vaduz,06.02.2016,Lugano,1,8,19,2015/2016,2016-02-06 17:45:00,Sat,17:45,5,2,3245,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1730,2074,2074,Grasshoppers,06.02.2016,YB,2,3,19,2015/2016,2016-02-06 20:00:00,Sat,20:00,1,1,14412,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2336,3290,3290,Sion,07.02.2016,Zürich,6,9,19,2015/2016,2016-02-07 13:45:00,Sun,13:45,1,0,7776,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1002,1074,1074,Thun,07.02.2016,St.Gallen,7,5,19,2015/2016,2016-02-07 13:45:00,Sun,13:45,2,1,10980,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,608,608,Luzern,07.02.2016,Basel,4,1,19,2015/2016,2016-02-07 16:00:00,Sun,16:00,0,3,25821,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1366,1539,1539,Lugano,13.02.2016,Thun,8,7,20,2015/2016,2016-02-13 17:45:00,Sat,17:45,1,2,5287,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,2255,2255,YB,13.02.2016,Vaduz,3,9,20,2015/2016,2016-02-13 20:00:00,Sat,20:00,1,1,2899,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
591,609,609,Zürich,14.02.2016,Luzern,0,4,20,2015/2016,2016-02-14 16:00:00,Sun,16:00,2,1,10119,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1731,2075,2075,Basel,14.02.2016,Grasshoppers,1,2,20,2015/2016,2016-02-14 16:00:00,Sun,16:00,4,0,9500,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2337,3292,3292,Zürich,20.02.2016,Lugano,8,0,21,2015/2016,2016-02-20 17:45:00,Sat,17:45,0,0,3975,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1367,1540,1540,Thun,20.02.2016,YB,6,3,21,2015/2016,2016-02-20 20:00:00,Sat,20:00,1,2,13457,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1846,2256,2256,Vaduz,21.02.2016,Basel,9,1,21,2015/2016,2016-02-21 13:45:00,Sun,13:45,1,5,25195,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1732,2076,2076,Sion,21.02.2016,Grasshoppers,4,2,21,2015/2016,2016-02-21 13:45:00,Sun,13:45,0,3,4200,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,610,610,St.Gallen,21.02.2016,Luzern,7,5,21,2015/2016,2016-02-21 16:00:00,Sun,16:00,1,0,9898,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
593,611,611,Luzern,27.02.2016,Sion,5,7,22,2015/2016,2016-02-27 17:45:00,Sat,17:45,1,3,6900,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2338,3293,3293,YB,27.02.2016,Zürich,3,8,22,2015/2016,2016-02-27 20:00:00,Sat,20:00,1,0,7747,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1733,2077,2077,Grasshoppers,28.02.2016,Vaduz,2,0,22,2015/2016,2016-02-28 13:45:00,Sun,13:45,1,1,4114,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1368,1541,1541,Basel,28.02.2016,Thun,1,6,22,2015/2016,2016-02-28 13:45:00,Sun,13:45,1,1,6807,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1004,1077,1077,Lugano,28.02.2016,St.Gallen,9,4,22,2015/2016,2016-02-28 16:00:00,Sun,16:00,3,3,10814,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1369,1542,1542,Thun,05.03.2016,Zürich,6,9,23,2015/2016,2016-03-05 17:45:00,Sat,17:45,0,0,6679,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1847,2258,2258,Vaduz,06.03.2016,Sion,1,4,23,2015/2016,2016-03-06 13:45:00,Sun,13:45,0,2,5000,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
594,612,612,Luzern,06.03.2016,YB,7,3,23,2015/2016,2016-03-06 16:00:00,Sun,16:00,2,5,16051,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1005,1078,1078,Grasshoppers,07.03.2016,St.Gallen,2,5,23,2015/2016,2016-03-07 20:00:00,Mon,20:00,0,2,11521,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1370,1543,1543,Thun,12.03.2016,Vaduz,6,0,24,2015/2016,2016-03-12 17:45:00,Sat,17:45,0,0,2612,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
595,613,613,Lugano,12.03.2016,Luzern,9,7,24,2015/2016,2016-03-12 20:00:00,Sat,20:00,1,2,11483,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1006,1079,1079,St.Gallen,13.03.2016,Basel,5,1,24,2015/2016,2016-03-13 13:45:00,Sun,13:45,2,4,27305,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2492,3795,3795,Sion,13.03.2016,YB,4,2,24,2015/2016,2016-03-13 13:45:00,Sun,13:45,2,3,14555,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1734,2079,2079,Zürich,13.03.2016,Grasshoppers,8,3,24,2015/2016,2016-03-13 16:00:00,Sun,16:00,2,4,14400,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,614,614,Luzern,19.03.2016,Thun,7,6,25,2015/2016,2016-03-19 17:45:00,Sat,17:45,1,1,5626,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1007,1080,1080,YB,19.03.2016,St.Gallen,2,5,25,2015/2016,2016-03-19 20:00:00,Sat,20:00,3,2,13300,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1848,2260,2260,Zürich,20.03.2016,Vaduz,8,9,25,2015/2016,2016-03-20 13:45:00,Sun,13:45,3,0,4527,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1735,2080,2080,Lugano,20.03.2016,Grasshoppers,0,3,25,2015/2016,2016-03-20 13:45:00,Sun,13:45,1,0,4400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2109,2760,2760,Basel,20.03.2016,Sion,1,4,25,2015/2016,2016-03-20 16:00:00,Sun,16:00,1,0,10000,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
597,615,615,Vaduz,02.04.2016,Luzern,0,7,26,2015/2016,2016-04-02 17:45:00,Sat,17:45,1,5,9217,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1008,1081,1081,St.Gallen,02.04.2016,Zürich,5,8,26,2015/2016,2016-04-02 20:00:00,Sat,20:00,0,4,8487,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1371,1545,1545,Grasshoppers,03.04.2016,Thun,3,6,26,2015/2016,2016-04-03 13:45:00,Sun,13:45,1,2,6427,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,4529,4529,Sion,03.04.2016,Lugano,4,9,26,2015/2016,2016-04-03 13:45:00,Sun,13:45,6,0,3268,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2110,2761,2761,YB,03.04.2016,Basel,2,1,26,2015/2016,2016-04-03 16:00:00,Sun,16:00,0,2,31642,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
