,Unnamed: 0,Unnamed: 0.1,Auswärtsteam,Datum,Heimteam,Rang Auswärtsteam,Rang Heimteam,Runde,Saison,Spielzeit,Tag,Zeit,tore_aus,tore_heim,zuschauer,punkteaus,punkteheim,Grasshoppers,Wil,Thun,Aarau,Servette,Lausanne,Basel,Sion,Luzern,Zürich,Bellinzona,YB,Vaduz,Xamax,Lugano,St.Gallen,Schaffhausen,Yverdon
26,26,26,Aarau,04.04.2004,Xamax,7,1,27,2003/2004,2004-04-04 14:30:00,Sun,14:30,1,4,4700,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1888,2334,2334,Basel,04.04.2004,Servette,1,3,27,2003/2004,2004-04-04 14:30:00,Sun,14:30,4,1,18683,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
703,724,724,Wil,04.04.2004,St.Gallen,9,8,27,2003/2004,2004-04-04 14:30:00,Sun,14:30,0,4,8500,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1453,1654,1654,YB,04.04.2004,Grasshoppers,2,5,27,2003/2004,2004-04-04 16:15:00,Sun,16:15,2,4,6300,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,1655,1655,Grasshoppers,07.04.2004,YB,5,2,28,2003/2004,2004-04-07 19:30:00,Wed,19:30,0,1,7100,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1889,2335,2335,Servette,08.04.2004,Basel,3,1,28,2003/2004,2004-04-08 19:30:00,Thu,19:30,0,1,26649,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
704,725,725,St.Gallen,08.04.2004,Wil,7,9,28,2003/2004,2004-04-08 19:30:00,Thu,19:30,2,0,5700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
27,27,27,Xamax,08.04.2004,Aarau,1,8,28,2003/2004,2004-04-08 19:30:00,Thu,19:30,0,2,4300,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,1191,1191,Thun,08.04.2004,Zürich,6,4,28,2003/2004,2004-04-08 19:30:00,Thu,19:30,0,0,5400,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,28,28,Zürich,15.04.2004,Xamax,4,1,29,2003/2004,2004-04-15 19:30:00,Thu,19:30,2,4,5000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
705,726,726,Aarau,15.04.2004,St.Gallen,8,7,29,2003/2004,2004-04-15 19:30:00,Thu,19:30,0,2,8000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1455,1656,1656,Servette,15.04.2004,Grasshoppers,3,5,29,2003/2004,2004-04-15 19:30:00,Thu,19:30,5,1,3900,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,1192,1192,YB,15.04.2004,Thun,2,6,29,2003/2004,2004-04-15 19:30:00,Thu,19:30,0,3,7200,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,2336,2336,Wil,15.04.2004,Basel,9,1,29,2003/2004,2004-04-15 19:30:00,Thu,19:30,0,2,24515,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
706,727,727,St.Gallen,18.04.2004,Zürich,6,4,30,2003/2004,2004-04-18 14:30:00,Sun,14:30,2,2,7200,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
29,29,29,Xamax,18.04.2004,Thun,1,5,30,2003/2004,2004-04-18 14:30:00,Sun,14:30,3,2,3800,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2367,3373,3373,YB,18.04.2004,Servette,2,3,30,2003/2004,2004-04-18 14:30:00,Sun,14:30,2,0,17240,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1456,1657,1657,Grasshoppers,18.04.2004,Wil,7,9,30,2003/2004,2004-04-18 14:30:00,Sun,14:30,5,1,4200,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,2337,2337,Basel,18.04.2004,Aarau,1,8,30,2003/2004,2004-04-18 16:15:00,Sun,16:15,0,3,9250,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,728,728,Thun,24.04.2004,St.Gallen,6,5,31,2003/2004,2004-04-24 19:30:00,Sat,19:30,1,2,8000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2368,3374,3374,Wil,24.04.2004,YB,0,2,31,2003/2004,2004-04-24 19:30:00,Sat,19:30,1,5,6500,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1457,1658,1658,Aarau,24.04.2004,Grasshoppers,8,7,31,2003/2004,2004-04-24 19:30:00,Sat,19:30,1,4,6500,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,30,Servette,24.04.2004,Xamax,3,9,31,2003/2004,2004-04-24 19:30:00,Sat,19:30,1,6,7200,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1892,2338,2338,Zürich,25.04.2004,Basel,4,1,31,2003/2004,2004-04-25 16:15:00,Sun,16:15,1,1,27804,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2369,3375,3375,YB,01.05.2004,Aarau,2,8,32,2003/2004,2004-05-01 19:30:00,Sat,19:30,1,0,5400,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2566,4089,4089,Servette,01.05.2004,Wil,3,0,32,2003/2004,2004-05-01 19:30:00,Sat,19:30,2,0,2100,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,31,St.Gallen,01.05.2004,Xamax,4,9,32,2003/2004,2004-05-01 19:30:00,Sat,19:30,1,0,7900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1105,1195,1195,Basel,02.05.2004,Thun,1,7,32,2003/2004,2004-05-02 16:15:00,Sun,16:15,2,0,10055,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1458,1659,1659,Grasshoppers,02.05.2004,Zürich,5,6,32,2003/2004,2004-05-02 16:15:00,Sun,16:15,0,0,18400,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1106,1196,1196,Thun,08.05.2004,Grasshoppers,7,5,33,2003/2004,2004-05-08 19:30:00,Sat,19:30,3,2,5100,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,730,730,St.Gallen,08.05.2004,Basel,4,1,33,2003/2004,2004-05-08 19:30:00,Sat,19:30,0,0,25403,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2567,4090,4090,Aarau,08.05.2004,Servette,8,3,33,2003/2004,2004-05-08 19:30:00,Sat,19:30,1,1,7654,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,2876,2876,Zürich,08.05.2004,Wil,6,0,33,2003/2004,2004-05-08 19:30:00,Sat,19:30,1,0,2800,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
32,32,32,Xamax,09.05.2004,YB,9,2,33,2003/2004,2004-05-09 16:15:00,Sun,16:15,1,3,5000,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
33,33,33,Basel,12.05.2004,Xamax,1,9,34,2003/2004,2004-05-12 19:30:00,Wed,19:30,1,3,8200,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1107,1197,1197,Servette,12.05.2004,Thun,3,7,34,2003/2004,2004-05-12 19:30:00,Wed,19:30,1,2,2550,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,731,731,Grasshoppers,12.05.2004,St.Gallen,6,4,34,2003/2004,2004-05-12 19:30:00,Wed,19:30,1,2,9000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2165,2877,2877,YB,12.05.2004,Zürich,2,5,34,2003/2004,2004-05-12 19:30:00,Wed,19:30,2,2,5800,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2643,4753,4753,Wil,12.05.2004,Aarau,0,8,34,2003/2004,2004-05-12 19:30:00,Wed,19:30,0,4,4100,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,732,732,St.Gallen,15.05.2004,YB,4,2,35,2003/2004,2004-05-15 17:30:00,Sat,17:30,1,2,7200,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2166,2878,2878,Zürich,15.05.2004,Servette,5,3,35,2003/2004,2004-05-15 19:30:00,Sat,19:30,3,2,8652,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1108,1198,1198,Thun,15.05.2004,Aarau,6,8,35,2003/2004,2004-05-15 19:30:00,Sat,19:30,2,1,5900,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,34,Xamax,15.05.2004,Wil,9,0,35,2003/2004,2004-05-15 19:30:00,Sat,19:30,0,3,2100,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,1662,1662,Basel,16.05.2004,Grasshoppers,1,7,35,2003/2004,2004-05-16 16:15:00,Sun,16:15,2,0,11900,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
711,733,733,Servette,22.05.2004,St.Gallen,3,5,36,2003/2004,2004-05-22 17:30:00,Sat,17:30,0,2,9000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1893,2343,2343,YB,22.05.2004,Basel,2,1,36,2003/2004,2004-05-22 20:15:00,Sat,20:15,1,2,29541,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1109,1199,1199,Wil,23.05.2004,Thun,0,6,36,2003/2004,2004-05-23 16:15:00,Sun,16:15,0,2,3250,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,35,Grasshoppers,23.05.2004,Xamax,7,9,36,2003/2004,2004-05-23 16:15:00,Sun,16:15,1,2,5200,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2167,2879,2879,Aarau,23.05.2004,Zürich,8,4,36,2003/2004,2004-05-23 16:15:00,Sun,16:15,1,4,4900,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
712,734,734,YB,17.07.2004,St.Gallen,4,7,1,2004/2005,2004-07-17 19:30:00,Sat,19:30,3,3,9000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36,36,36,Xamax,17.07.2004,Schaffhausen,6,9,1,2004/2005,2004-07-17 19:30:00,Sat,19:30,1,1,4200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1460,1664,1664,Zürich,17.07.2004,Grasshoppers,5,3,1,2004/2005,2004-07-17 19:30:00,Sat,19:30,1,1,13100,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1894,2344,2344,Aarau,17.07.2004,Basel,8,1,1,2004/2005,2004-07-17 19:30:00,Sat,19:30,0,6,24430,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1110,1200,1200,Servette,20.07.2004,Thun,0,2,1,2004/2005,2004-07-20 19:30:00,Tue,19:30,0,3,3800,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37,37,Xamax,23.07.2004,Basel,7,1,2,2004/2005,2004-07-23 19:30:00,Fri,19:30,1,1,23515,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2370,3381,3381,Schaffhausen,23.07.2004,YB,8,4,2,2004/2005,2004-07-23 19:30:00,Fri,19:30,1,6,7600,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1461,1665,1665,Grasshoppers,23.07.2004,Servette,6,0,2,2004/2005,2004-07-23 19:30:00,Fri,19:30,2,2,7299,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,1201,1201,Thun,27.07.2004,Aarau,2,9,2,2004/2005,2004-07-27 19:30:00,Tue,19:30,1,0,5000,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,735,735,St.Gallen,27.07.2004,Zürich,3,5,2,2004/2005,2004-07-27 19:30:00,Tue,19:30,1,3,10800,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1895,2346,2346,Basel,30.07.2004,Servette,2,0,3,2004/2005,2004-07-30 20:00:00,Fri,20:00,2,1,12300,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
714,736,736,St.Gallen,31.07.2004,Schaffhausen,7,8,3,2004/2005,2004-07-31 19:30:00,Sat,19:30,2,3,4200,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1112,1202,1202,Thun,31.07.2004,Zürich,1,4,3,2004/2005,2004-07-31 19:30:00,Sat,19:30,0,1,8600,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
38,38,38,Aarau,31.07.2004,Xamax,9,6,3,2004/2005,2004-07-31 19:30:00,Sat,19:30,1,2,4200,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1896,2347,2347,Zürich,06.08.2004,Basel,2,1,4,2004/2005,2004-08-06 19:30:00,Fri,19:30,1,2,27835,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1113,1203,1203,YB,07.08.2004,Thun,4,3,4,2004/2005,2004-08-07 17:00:00,Sat,17:00,1,3,6800,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,4097,4097,Servette,07.08.2004,Aarau,1,9,4,2004/2005,2004-08-07 19:30:00,Sat,19:30,0,4,4150,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,39,39,Xamax,07.08.2004,St.Gallen,5,8,4,2004/2005,2004-08-07 19:30:00,Sat,19:30,2,4,8000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1463,1667,1667,Schaffhausen,08.08.2004,Grasshoppers,6,7,4,2004/2005,2004-08-08 16:00:00,Sun,16:00,0,1,6500,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,1204,1204,Thun,14.08.2004,Schaffhausen,2,8,5,2004/2005,2004-08-14 17:30:00,Sat,17:30,1,0,2400,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,2884,2884,Aarau,14.08.2004,Zürich,9,3,5,2004/2005,2004-08-14 19:30:00,Sat,19:30,3,1,9200,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,738,738,Grasshoppers,15.08.2004,St.Gallen,4,7,5,2004/2005,2004-08-15 16:00:00,Sun,16:00,0,0,10500,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,40,40,Servette,15.08.2004,Xamax,0,6,5,2004/2005,2004-08-15 16:00:00,Sun,16:00,0,3,8500,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1897,2348,2348,Basel,15.08.2004,YB,1,5,5,2004/2005,2004-08-15 16:15:00,Sun,16:15,1,1,10000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1898,2349,2349,Schaffhausen,20.08.2004,Basel,9,2,6,2004/2005,2004-08-20 19:30:00,Fri,19:30,1,1,23590,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2169,2885,2885,Zürich,21.08.2004,Servette,5,0,6,2004/2005,2004-08-21 19:30:00,Sat,19:30,1,2,8750,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
41,41,41,Xamax,21.08.2004,Grasshoppers,3,4,6,2004/2005,2004-08-21 19:30:00,Sat,19:30,1,2,4600,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,3385,3385,YB,21.08.2004,Aarau,6,7,6,2004/2005,2004-08-21 19:30:00,Sat,19:30,3,1,5400,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
716,739,739,St.Gallen,22.08.2004,Thun,8,1,6,2004/2005,2004-08-22 16:15:00,Sun,16:15,1,1,4000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1462,1666,1666,Grasshoppers,25.08.2004,YB,5,3,3,2004/2005,2004-08-25 19:30:00,Wed,19:30,1,1,7200,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2644,4762,4762,Aarau,28.08.2004,Schaffhausen,8,9,7,2004/2005,2004-08-28 17:30:00,Sat,17:30,3,3,2850,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,42,42,Zürich,28.08.2004,Xamax,6,5,7,2004/2005,2004-08-28 19:30:00,Sat,19:30,1,1,5100,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1115,1206,1206,Thun,28.08.2004,Grasshoppers,1,3,7,2004/2005,2004-08-28 19:30:00,Sat,19:30,0,0,5500,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,3386,3386,Servette,29.08.2004,YB,0,4,7,2004/2005,2004-08-29 16:00:00,Sun,16:00,1,1,7600,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
717,740,740,Basel,29.08.2004,St.Gallen,2,7,7,2004/2005,2004-08-29 16:15:00,Sun,16:15,1,0,10000,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
43,43,43,Xamax,11.09.2004,Thun,5,2,8,2004/2005,2004-09-11 19:30:00,Sat,19:30,0,3,3300,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,741,741,St.Gallen,11.09.2004,Aarau,8,7,8,2004/2005,2004-09-11 19:30:00,Sat,19:30,1,4,5900,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,2887,2887,YB,11.09.2004,Zürich,4,6,8,2004/2005,2004-09-11 19:30:00,Sat,19:30,3,2,7500,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2569,4101,4101,Schaffhausen,11.09.2004,Servette,9,1,8,2004/2005,2004-09-11 19:30:00,Sat,19:30,1,1,5525,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1464,1671,1671,Grasshoppers,12.09.2004,Basel,3,1,8,2004/2005,2004-09-12 16:15:00,Sun,16:15,1,8,27816,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
44,44,44,YB,22.09.2004,Xamax,3,6,9,2004/2005,2004-09-22 19:30:00,Wed,19:30,1,3,3800,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
719,742,742,Servette,22.09.2004,St.Gallen,0,9,9,2004/2005,2004-09-22 19:30:00,Wed,19:30,1,1,7000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1116,1208,1208,Basel,22.09.2004,Thun,1,2,9,2004/2005,2004-09-22 19:30:00,Wed,19:30,1,4,9000,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,2888,2888,Zürich,22.09.2004,Schaffhausen,7,8,9,2004/2005,2004-09-22 19:30:00,Wed,19:30,1,2,3850,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1465,1672,1672,Aarau,22.09.2004,Grasshoppers,5,4,9,2004/2005,2004-09-22 19:30:00,Wed,19:30,1,1,5100,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,45,45,Schaffhausen,25.09.2004,Xamax,7,4,10,2004/2005,2004-09-25 17:30:00,Sat,17:30,0,1,3800,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
720,743,743,St.Gallen,25.09.2004,YB,9,3,10,2004/2005,2004-09-25 19:30:00,Sat,19:30,1,0,5500,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1899,2353,2353,Basel,25.09.2004,Aarau,2,6,10,2004/2005,2004-09-25 19:30:00,Sat,19:30,0,1,7200,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,1209,1209,Thun,26.09.2004,Servette,1,0,10,2004/2005,2004-09-26 16:00:00,Sun,16:00,1,3,7450,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,1673,1673,Grasshoppers,26.09.2004,Zürich,5,8,10,2004/2005,2004-09-26 16:15:00,Sun,16:15,0,2,10800,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
721,744,744,Zürich,02.10.2004,St.Gallen,7,8,11,2004/2005,2004-10-02 19:30:00,Sat,19:30,2,1,8200,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1467,1674,1674,Servette,02.10.2004,Grasshoppers,0,6,11,2004/2005,2004-10-02 19:30:00,Sat,19:30,2,0,5600,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46,46,Basel,03.10.2004,Xamax,2,3,11,2004/2005,2004-10-03 14:30:00,Sun,14:30,2,1,9100,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2373,3390,3390,YB,03.10.2004,Schaffhausen,5,9,11,2004/2005,2004-10-03 14:30:00,Sun,14:30,1,1,4015,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1118,1210,1210,Aarau,03.10.2004,Thun,4,1,11,2004/2005,2004-10-03 16:15:00,Sun,16:15,0,0,5100,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,47,47,Xamax,16.10.2004,Aarau,4,3,12,2004/2005,2004-10-16 19:30:00,Sat,19:30,0,0,5000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1900,2355,2355,Servette,16.10.2004,Basel,0,1,12,2004/2005,2004-10-16 19:30:00,Sat,19:30,1,2,24754,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1119,1211,1211,Zürich,16.10.2004,Thun,6,2,12,2004/2005,2004-10-16 19:30:00,Sat,19:30,1,0,4000,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
722,745,745,Schaffhausen,17.10.2004,St.Gallen,8,9,12,2004/2005,2004-10-17 16:00:00,Sun,16:00,2,2,7800,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1468,1675,1675,YB,17.10.2004,Grasshoppers,5,7,12,2004/2005,2004-10-17 16:15:00,Sun,16:15,1,0,7500,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2570,4106,4106,Aarau,30.10.2004,Servette,5,1,13,2004/2005,2004-10-30 19:30:00,Sat,19:30,0,1,6827,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
48,48,48,St.Gallen,31.10.2004,Xamax,9,6,13,2004/2005,2004-10-31 14:30:00,Sun,14:30,0,3,4100,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1120,1212,1212,Thun,31.10.2004,YB,2,3,13,2004/2005,2004-10-31 14:30:00,Sun,14:30,1,2,10600,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1469,1676,1676,Grasshoppers,31.10.2004,Schaffhausen,8,7,13,2004/2005,2004-10-31 16:00:00,Sun,16:00,2,1,5100,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,2356,2356,Basel,31.10.2004,Zürich,1,4,13,2004/2005,2004-10-31 16:15:00,Sun,16:15,0,0,19200,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1121,1213,1213,Schaffhausen,07.11.2004,Thun,9,2,14,2004/2005,2004-11-07 14:30:00,Sun,14:30,1,2,3700,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,747,747,St.Gallen,07.11.2004,Grasshoppers,1,7,14,2004/2005,2004-11-07 16:00:00,Sun,16:00,0,0,7900,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,49,49,Xamax,07.11.2004,Servette,4,8,14,2004/2005,2004-11-07 16:00:00,Sun,16:00,2,1,11223,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1902,2357,2357,YB,07.11.2004,Basel,3,1,14,2004/2005,2004-11-07 16:00:00,Sun,16:00,1,2,26860,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2172,2893,2893,Zürich,07.11.2004,Aarau,5,6,14,2004/2005,2004-11-07 16:15:00,Sun,16:15,1,3,5100,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50,50,Grasshoppers,14.11.2004,Xamax,7,3,15,2004/2005,2004-11-14 14:30:00,Sun,14:30,0,2,4200,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2374,3394,3394,Aarau,14.11.2004,YB,5,4,15,2004/2005,2004-11-14 14:30:00,Sun,14:30,1,1,6800,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
724,748,748,Thun,14.11.2004,St.Gallen,2,9,15,2004/2005,2004-11-14 16:00:00,Sun,16:00,1,3,7000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2173,2894,2894,Servette,14.11.2004,Zürich,8,6,15,2004/2005,2004-11-14 16:00:00,Sun,16:00,1,2,6400,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1903,2358,2358,Basel,14.11.2004,Schaffhausen,1,0,15,2004/2005,2004-11-14 16:15:00,Sun,16:15,0,1,7250,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1122,1215,1215,Grasshoppers,28.11.2004,Thun,7,3,16,2004/2005,2004-11-28 14:30:00,Sun,14:30,1,0,5350,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,4771,4771,Schaffhausen,28.11.2004,Aarau,9,6,16,2004/2005,2004-11-28 14:30:00,Sun,14:30,1,2,4700,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51,51,Xamax,28.11.2004,Zürich,2,5,16,2004/2005,2004-11-28 16:00:00,Sun,16:00,2,1,7200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2375,3395,3395,YB,28.11.2004,Servette,4,0,16,2004/2005,2004-11-28 16:00:00,Sun,16:00,1,2,9656,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
725,749,749,St.Gallen,28.11.2004,Basel,8,1,16,2004/2005,2004-11-28 16:15:00,Sun,16:15,0,1,20397,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2174,2896,2896,Zürich,05.12.2004,YB,6,5,17,2004/2005,2004-12-05 14:30:00,Sun,14:30,4,2,6700,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
52,52,52,Thun,05.12.2004,Xamax,3,2,17,2004/2005,2004-12-05 14:30:00,Sun,14:30,2,0,4700,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
